PROVIDER;DESCRIPTION;PROJECTID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.5;Ensure That RDP Access Is Restricted From the Internet;RDP Access Is Restricted From the Internet;2. Attack Surface;2.1 Network;GCP Firewall Rules control incoming (ingress) and outgoing (egress) traffic within a VPC Network. Each rule specifies traffic conditions, including ports, protocols, and source/destination IPs. These rules operate at the VPC level, cannot be shared across networks, and support only IPv4 addresses. To enhance security, unrestricted RDP access (0.0.0.0/0 on port 3389) should be avoided to prevent unauthorized remote connections.;Firewall rules regulate traffic flow between instances and external networks. Allowing unrestricted RDP access from the Internet exposes virtual machines (VMs) to unauthorized access and brute-force attacks. To mitigate risks, internet-facing access should be restricted by enforcing least privilege access, defining specific IP ranges, and implementing secure remote access solutions such as Bastion hosts or VPNs.;5;PASS;Firewall default-allow-ssh does not expose port 3389 (RDP) to the internet.;4381256950141960373;default-allow-ssh;compute_firewall_rdp_access_from_the_internet_allowed;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.4;Ensure That SSH Access Is Restricted From the Internet;SSH Access Is Restricted From the Internet;2. Attack Surface;2.1 Network;GCP Firewall Rules control ingress and egress traffic within a VPC Network. These rules define traffic conditions such as ports, protocols, and source/destination IPs. Firewall rules operate at the VPC level and cannot be shared across networks. Only IPv4 addresses are supported, and it is crucial to restrict generic (0.0.0.0/0) incoming traffic, particularly for SSH on Port 22, to prevent unauthorized access.;Firewall rules regulate traffic flow between instances and external networks. Allowing unrestricted inbound SSH access (0.0.0.0/0 on port 22) increases security risks by exposing instances to unauthorized access and brute-force attacks. To minimize threats, internet-facing access should be limited by specifying granular IP ranges and enforcing least privilege access.;5;PASS;Firewall default-allow-icmp does not expose port 22 (SSH) to the internet.;4831585100056248501;default-allow-icmp;compute_firewall_ssh_access_from_the_internet_allowed;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.4;Ensure That SSH Access Is Restricted From the Internet;SSH Access Is Restricted From the Internet;2. Attack Surface;2.1 Network;GCP Firewall Rules control ingress and egress traffic within a VPC Network. These rules define traffic conditions such as ports, protocols, and source/destination IPs. Firewall rules operate at the VPC level and cannot be shared across networks. Only IPv4 addresses are supported, and it is crucial to restrict generic (0.0.0.0/0) incoming traffic, particularly for SSH on Port 22, to prevent unauthorized access.;Firewall rules regulate traffic flow between instances and external networks. Allowing unrestricted inbound SSH access (0.0.0.0/0 on port 22) increases security risks by exposing instances to unauthorized access and brute-force attacks. To minimize threats, internet-facing access should be limited by specifying granular IP ranges and enforcing least privilege access.;5;PASS;Firewall default-allow-internal does not expose port 22 (SSH) to the internet.;7829697015417946293;default-allow-internal;compute_firewall_ssh_access_from_the_internet_allowed;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.4;Ensure That SSH Access Is Restricted From the Internet;SSH Access Is Restricted From the Internet;2. Attack Surface;2.1 Network;GCP Firewall Rules control ingress and egress traffic within a VPC Network. These rules define traffic conditions such as ports, protocols, and source/destination IPs. Firewall rules operate at the VPC level and cannot be shared across networks. Only IPv4 addresses are supported, and it is crucial to restrict generic (0.0.0.0/0) incoming traffic, particularly for SSH on Port 22, to prevent unauthorized access.;Firewall rules regulate traffic flow between instances and external networks. Allowing unrestricted inbound SSH access (0.0.0.0/0 on port 22) increases security risks by exposing instances to unauthorized access and brute-force attacks. To minimize threats, internet-facing access should be limited by specifying granular IP ranges and enforcing least privilege access.;5;PASS;Firewall default-allow-rdp does not expose port 22 (SSH) to the internet.;4037445621256044725;default-allow-rdp;compute_firewall_ssh_access_from_the_internet_allowed;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.4;Ensure That SSH Access Is Restricted From the Internet;SSH Access Is Restricted From the Internet;2. Attack Surface;2.1 Network;GCP Firewall Rules control ingress and egress traffic within a VPC Network. These rules define traffic conditions such as ports, protocols, and source/destination IPs. Firewall rules operate at the VPC level and cannot be shared across networks. Only IPv4 addresses are supported, and it is crucial to restrict generic (0.0.0.0/0) incoming traffic, particularly for SSH on Port 22, to prevent unauthorized access.;Firewall rules regulate traffic flow between instances and external networks. Allowing unrestricted inbound SSH access (0.0.0.0/0 on port 22) increases security risks by exposing instances to unauthorized access and brute-force attacks. To minimize threats, internet-facing access should be limited by specifying granular IP ranges and enforcing least privilege access.;5;FAIL;Firewall default-allow-ssh does exposes port 22 (SSH) to the internet.;4381256950141960373;default-allow-ssh;compute_firewall_ssh_access_from_the_internet_allowed;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.1;Ensure That the Default Network Does Not Exist in a Project ;Default Network Does Not Exist in a Project ;2. Attack Surface;2.1 Network;A project should not have a default network to prevent the use of preconfigured and potentially insecure network settings.;The default network automatically creates permissive firewall rules, including unrestricted internal traffic, SSH, RDP, and ICMP access, which increases the risk of unauthorized access. Additionally, it is an auto mode network, limiting flexibility in subnet configuration and restricting the use of Cloud VPN or VPC Network Peering. Organizations should create a custom network tailored to their security and networking needs and remove the default network to minimize exposure.;4;FAIL;Default network is in use in project inbound-entity-461511-j4.;default;default;compute_network_default_in_use;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;global;2025-07-01 12:49:44.280256;2.1.2;Ensure Legacy Networks Do Not Exist for Older Projects;Legacy Networks Do Not Exist for Older Projects;2. Attack Surface;2.1 Network;Projects should not have a legacy network configured to prevent the use of outdated and inflexible networking models. While new projects can no longer create legacy networks, older projects should be checked to ensure they are not still using them.;Legacy networks use a single global IPv4 prefix and a single gateway IP for the entire network, lacking subnetting capabilities. This design limits flexibility, prevents migration to auto or custom subnet networks, and can create performance bottlenecks or single points of failure for high-traffic workloads. Removing legacy networks and transitioning to modern networking models improves scalability, security, and resilience.;3;PASS;Network default is not legacy.;4640827988780007637;default;compute_network_not_legacy;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-east1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;5276167185023910062;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-east5;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;7915361911958159533;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-south1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4500715903497552045;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;northamerica-northeast2;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4343465988170989741;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-west1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;1723146306767831214;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-east4;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;7501131987209175214;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;northamerica-northeast1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;9164831012908974253;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;us-central1;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;4066485020425732270;default;compute_subnet_flow_logs_enabled;False
gcp;Prowler ThreatScore Compliance Framework for GCP ensures that the GCP project is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;inbound-entity-461511-j4;europe-west4;2025-07-01 12:49:44.280256;3.1.8;Ensure that VPC Flow Logs is Enabled for Every Subnet in a VPC Network;VPC Flow Logs is Enabled for Every Subnet in a VPC Network;3. Logging and Monitoring;3.1 Logging;Flow Logs capture and record IP traffic to and from network interfaces within VPC subnets. These logs are stored in Stackdriver Logging, allowing users to analyze traffic patterns, detect anomalies, and optimize network performance. It is recommended to enable Flow Logs for all critical VPC subnets to enhance network visibility and security.;VPC Flow Logs provide detailed insights into inbound and outbound traffic for virtual machines (VMs), whether they communicate with other VMs, on-premises data centers, Google services, or external networks. Enabling Flow Logs supports: Network monitoring Traffic analysis and cost optimization Incident investigation and forensics Real-time security threat detection For effective monitoring, Flow Logs should be configured to capture all traffic, use granular logging intervals, avoid log filtering, and include metadata for detailed investigations. Note that subnets reserved for internal HTTP(S) load balancing do not support Flow Logs.;3;FAIL;Subnet default in network default does not have flow logs enabled.;8131200743184810157;default;compute_subnet_flow_logs_enabled;False
